day_index,sand_storm_flag,ambient_temperature_c,humidity_percent,vibration_rms_mm_s,discharge_temperature_c,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3_min,bearing_oil_pressure_bar,bearing_oil_temperature_c,casing_temperature_c,dp_filter_bar,high_dp_alarm,failure,TTF_days,maintenance_oil_change,days_since_oil_change,health_state
1427,0,34.81,73.8,1.942,92.64,7.993,0.996,100.72,3.157,65.28,55.14,0.122,0,0,105.0,0,166,early_warning
1428,0,37.48,65.7,1.947,95.07,8.008,1.006,99.24,3.168,65.53,56.55,0.113,0,0,104.0,0,167,early_warning
1429,0,28.71,58.8,2.037,89.61,8.069,0.983,98.67,3.118,66.4,53.99,0.138,0,0,103.0,0,168,early_warning
1430,0,28.48,59.4,2.027,88.58,8.015,0.981,98.39,3.159,64.61,55.55,0.143,0,0,102.0,0,169,early_warning
1431,0,31.33,65.1,1.969,91.14,7.998,1.003,101.21,3.164,65.61,55.14,0.141,0,0,101.0,0,170,early_warning
1432,0,30.89,51.9,2.06,90.36,8.002,1.005,99.74,3.155,66.24,55.31,0.115,0,0,100.0,0,171,early_warning
1433,0,30.11,60.8,2.014,89.68,7.992,1.001,98.24,3.147,64.61,54.92,0.104,0,0,99.0,0,172,early_warning
1434,0,31.94,51.9,1.995,87.47,8.003,0.99,101.48,3.207,64.94,54.1,0.154,1,0,98.0,0,173,early_warning
1435,0,35.43,69.4,1.983,93.33,8.062,1.006,100.43,3.163,66.06,55.22,0.146,0,0,97.0,0,174,early_warning
1436,0,30.84,55.4,1.926,89.57,8.017,0.998,99.39,3.127,65.24,53.98,0.118,0,0,96.0,0,175,early_warning
1437,0,30.85,53.0,1.953,90.65,7.981,0.999,98.97,3.196,65.89,54.25,0.124,0,0,95.0,0,176,early_warning
1438,0,29.67,49.3,1.966,90.06,8.089,0.994,100.05,3.122,64.95,54.88,0.125,0,0,94.0,0,177,early_warning
1439,0,32.03,56.2,2.032,92.23,7.928,1.001,100.9,3.159,64.01,54.72,0.116,0,0,93.0,0,178,early_warning
1440,0,29.76,50.4,1.922,88.03,8.024,0.988,98.23,3.18,64.58,54.62,0.143,0,0,92.0,0,179,early_warning
1441,0,34.39,63.6,2.067,91.57,7.942,0.997,100.24,3.496,59.9,55.66,0.141,0,0,91.0,1,0,early_warning
1442,0,31.43,52.7,1.989,89.86,7.974,0.994,99.01,3.505,60.35,54.76,0.12,0,0,90.0,0,1,early_warning
1443,0,30.94,52.5,2.033,90.14,8.05,0.993,100.03,3.522,60.11,54.99,0.136,0,0,89.0,0,2,early_warning
1444,0,30.4,46.1,2.023,90.26,8.016,1.002,99.96,3.482,60.43,55.01,0.15,0,0,88.0,0,3,early_warning
1445,0,30.99,47.4,2.066,90.73,8.0,1.006,100.18,3.492,59.9,55.74,0.17,1,0,87.0,0,4,early_warning
1446,0,29.51,57.6,2.053,88.48,8.0,0.994,100.92,3.444,60.2,54.98,0.104,0,0,86.0,0,5,early_warning
1447,0,28.97,59.5,1.985,88.63,8.05,1.0,98.61,3.479,59.47,54.91,0.121,0,0,85.0,0,6,early_warning
1448,0,35.32,50.7,2.012,92.66,7.991,1.016,100.96,3.426,61.13,55.8,0.113,0,0,84.0,0,7,early_warning
1449,0,33.93,48.6,2.079,90.79,7.979,1.0,100.23,3.445,60.66,54.83,0.133,0,0,83.0,0,8,early_warning
1450,0,31.84,64.9,1.982,90.9,8.122,1.017,98.8,3.52,60.92,54.75,0.157,1,0,82.0,0,9,early_warning
1451,0,33.09,65.7,1.956,91.7,8.027,0.979,101.42,3.465,59.67,55.18,0.128,0,0,81.0,0,10,early_warning
1452,0,27.11,66.9,2.013,86.73,7.884,0.995,100.15,3.497,59.83,54.79,0.119,0,0,80.0,0,11,early_warning
1453,0,33.18,52.5,2.007,92.37,7.997,1.006,101.39,3.489,60.32,55.08,0.129,0,0,79.0,0,12,early_warning
1454,0,36.37,65.0,2.013,92.91,7.987,1.018,100.48,3.469,60.6,54.66,0.122,0,0,78.0,0,13,early_warning
1455,0,36.51,54.0,1.944,93.04,7.913,0.996,102.06,3.468,59.41,55.4,0.112,0,0,77.0,0,14,early_warning
1456,0,34.09,67.5,1.982,91.8,8.033,0.997,100.66,3.442,60.66,55.35,0.101,0,0,76.0,0,15,early_warning
1457,0,32.18,63.1,1.948,90.8,7.991,0.99,100.53,3.444,60.25,54.64,0.136,0,0,75.0,0,16,early_warning
1458,0,34.9,45.6,2.025,93.74,7.958,0.994,99.27,3.479,60.42,54.66,0.1,0,0,74.0,0,17,early_warning
1459,0,27.31,61.1,1.959,88.61,7.993,0.999,100.3,3.454,61.08,55.01,0.127,0,0,73.0,0,18,early_warning
1460,0,23.44,49.6,2.044,86.45,7.97,1.006,99.65,3.474,60.18,54.26,0.169,1,0,72.0,0,19,early_warning
1461,0,22.26,59.1,1.995,85.11,8.015,0.997,98.94,3.459,61.16,54.86,0.127,0,0,71.0,0,20,early_warning
1462,0,21.74,61.8,2.021,86.78,8.024,0.997,100.08,3.437,60.46,55.61,0.155,1,0,70.0,0,21,early_warning
1463,0,26.64,51.9,1.948,88.59,8.029,1.001,99.5,3.471,59.94,55.08,0.121,0,0,69.0,0,22,early_warning
1464,0,30.37,62.1,1.913,88.42,8.03,1.01,99.92,3.526,59.85,55.46,0.121,0,0,68.0,0,23,early_warning
1465,0,25.07,44.7,2.025,89.51,8.0,1.015,99.32,3.426,61.64,55.63,0.112,0,0,67.0,0,24,early_warning
1466,0,25.51,62.0,2.082,87.17,8.002,1.01,98.87,3.419,60.04,55.14,0.163,1,0,66.0,0,25,early_warning
1467,0,25.14,42.5,2.037,87.04,7.871,0.977,101.33,3.395,61.02,54.95,0.1,0,0,65.0,0,26,early_warning
1468,0,27.84,53.1,2.015,87.71,7.977,0.997,97.7,3.44,61.35,55.17,0.131,0,0,64.0,0,27,early_warning
1469,0,25.89,44.7,2.03,87.54,7.997,1.007,98.42,3.428,60.09,54.66,0.131,0,0,63.0,0,28,early_warning
1470,0,24.75,50.0,2.004,85.92,8.015,1.002,99.58,3.424,60.3,54.84,0.168,1,0,62.0,0,29,early_warning
1471,0,20.19,42.8,2.033,84.53,7.948,1.001,101.32,3.502,61.92,54.85,0.135,0,0,61.0,0,30,early_warning
1472,0,19.4,51.7,2.028,85.12,8.049,1.001,99.07,3.435,61.18,54.42,0.133,0,0,60.0,0,31,early_warning
1473,0,28.12,56.7,2.027,90.7,8.042,1.017,98.54,3.446,59.37,55.72,0.159,1,0,59.0,0,32,early_warning
1474,0,18.95,60.0,2.783,85.62,7.974,0.99,101.11,3.438,61.37,54.91,0.17,1,0,58.0,0,33,early_warning
1475,0,26.26,55.7,1.996,89.02,7.944,1.016,100.65,3.405,60.29,55.64,0.129,0,0,57.0,0,34,early_warning
1476,0,24.4,56.2,2.052,86.91,7.976,1.013,100.08,3.49,61.23,54.94,0.146,0,0,56.0,0,35,early_warning
1477,0,27.6,41.8,1.989,90.43,8.058,0.983,100.76,3.375,60.17,55.34,0.164,1,0,55.0,0,36,early_warning
1478,0,23.11,52.1,2.019,87.24,7.995,1.014,101.26,3.42,62.63,54.63,0.134,0,0,54.0,0,37,early_warning
1479,0,28.39,45.5,1.995,90.48,7.934,0.992,100.13,3.413,60.14,54.48,0.157,1,0,53.0,0,38,early_warning
1480,0,21.86,45.4,2.04,84.42,8.029,0.999,100.4,3.421,61.48,55.04,0.145,0,0,52.0,0,39,early_warning
1481,0,27.51,48.4,1.96,86.88,8.012,0.994,100.96,3.412,60.73,54.82,0.15,1,0,51.0,0,40,early_warning
1482,0,25.45,51.6,1.921,87.32,7.955,0.984,101.66,3.415,62.14,55.71,0.102,0,0,50.0,0,41,early_warning
1483,0,26.61,62.6,1.978,88.76,8.003,1.016,102.28,3.404,61.1,54.28,0.115,0,0,49.0,0,42,early_warning
1484,0,25.63,53.2,1.965,86.52,7.945,0.998,99.86,3.458,60.26,55.28,0.151,1,0,48.0,0,43,early_warning
1485,0,25.77,45.5,2.027,87.82,8.029,1.008,99.61,3.457,62.38,54.45,0.108,0,0,47.0,0,44,early_warning
1486,0,31.79,55.1,2.02,91.02,7.967,1.002,99.53,3.389,61.41,54.41,0.126,0,0,46.0,0,45,early_warning
1487,0,25.6,58.3,1.999,87.07,8.126,1.014,98.7,3.432,60.67,54.88,0.101,0,0,45.0,0,46,early_warning
1488,0,22.22,49.6,1.963,85.66,7.846,1.009,99.05,3.397,61.12,55.41,0.112,0,0,44.0,0,47,early_warning
1489,0,27.6,61.2,2.005,87.96,7.952,1.01,101.29,3.444,61.35,54.34,0.11,0,0,43.0,0,48,early_warning
1490,0,18.87,47.5,1.981,82.82,7.996,0.992,99.23,3.378,60.76,54.98,0.141,0,0,42.0,0,49,early_warning
1491,0,18.45,51.0,2.018,84.41,8.095,0.996,100.42,3.37,62.02,54.99,0.132,0,0,41.0,0,50,early_warning
1492,0,17.68,45.6,1.959,85.66,7.959,1.0,100.21,3.407,62.03,55.35,0.155,1,0,40.0,0,51,early_warning
1493,0,23.11,58.3,2.018,87.45,8.012,1.003,100.99,3.357,60.97,55.26,0.141,0,0,39.0,0,52,early_warning
1494,0,14.84,68.9,1.995,83.55,7.956,0.994,98.81,3.37,61.28,55.33,0.155,1,0,38.0,0,53,early_warning
1495,0,18.57,56.9,1.953,84.93,7.967,0.996,101.01,3.375,61.31,54.44,0.133,0,0,37.0,0,54,early_warning
1496,0,17.51,46.6,2.01,84.74,8.001,1.008,99.29,3.366,62.73,55.04,0.125,0,0,36.0,0,55,early_warning
1497,0,17.89,66.6,2.008,85.41,7.96,0.983,101.4,3.436,61.79,54.47,0.156,1,0,35.0,0,56,early_warning
1498,0,22.73,51.2,1.981,88.77,7.936,0.999,99.13,3.432,61.7,56.02,0.103,0,0,34.0,0,57,early_warning
1499,0,14.62,62.4,2.005,81.24,7.976,1.011,99.13,3.402,61.21,54.9,0.169,1,0,33.0,0,58,early_warning
1500,0,21.95,46.8,2.02,86.42,7.998,0.969,99.55,3.377,62.15,55.86,0.126,0,0,32.0,0,59,early_warning
1501,0,16.28,69.0,2.0,83.35,8.067,0.999,98.95,3.391,61.31,55.12,0.137,0,0,31.0,0,60,early_warning
1502,0,18.43,49.3,2.023,85.07,7.969,0.997,100.5,3.364,62.48,54.66,0.166,1,0,30.0,0,61,critical
1503,0,13.6,59.4,2.039,82.05,8.053,1.013,99.9,3.457,62.32,55.57,0.148,0,0,29.0,0,62,critical
1504,0,25.08,56.9,1.935,85.81,7.971,0.989,99.27,3.381,61.67,55.8,0.147,0,0,28.0,0,63,critical
1505,0,14.83,54.8,2.021,83.12,8.089,1.0,99.52,3.369,62.43,55.31,0.153,1,0,27.0,0,64,critical
1506,0,16.71,69.9,1.967,83.12,8.05,1.013,98.93,3.313,61.84,55.98,0.128,0,0,26.0,0,65,critical
1507,0,16.43,59.3,1.956,82.26,8.008,1.025,99.24,3.376,61.43,54.99,0.129,0,0,25.0,0,66,critical
1508,0,24.82,59.4,1.982,86.98,7.976,0.998,98.42,3.396,62.72,54.19,0.148,0,0,24.0,0,67,critical
1509,0,19.49,66.2,2.011,83.97,7.949,1.006,99.21,3.374,62.7,55.13,0.111,0,0,23.0,0,68,critical
1510,0,23.99,47.7,2.01,88.46,8.098,1.0,100.5,3.304,62.15,54.21,0.145,0,0,22.0,0,69,critical
1511,0,20.13,59.6,2.007,84.48,7.907,0.997,99.32,3.327,61.83,54.88,0.156,1,0,21.0,0,70,critical
1512,0,15.78,65.5,1.986,84.14,7.944,1.006,99.43,3.357,62.2,56.15,0.132,0,0,20.0,0,71,critical
1513,0,19.45,53.7,1.942,87.44,8.007,0.997,100.79,3.365,61.67,55.17,0.149,0,0,19.0,0,72,critical
1514,0,24.33,65.1,1.926,86.11,8.008,1.005,96.77,3.384,61.94,54.86,0.127,0,0,18.0,0,73,critical
1515,0,24.47,49.7,2.022,87.61,8.016,0.993,100.65,3.337,61.62,54.34,0.108,0,0,17.0,0,74,critical
1516,0,21.72,48.3,1.945,84.55,8.124,1.006,98.87,3.335,61.3,55.73,0.127,0,0,16.0,0,75,critical
1517,0,17.3,46.6,1.965,83.94,7.969,0.995,101.0,3.405,61.93,54.93,0.167,1,0,15.0,0,76,critical
1518,0,15.07,57.9,2.125,83.54,8.026,1.009,100.71,3.386,62.33,55.64,0.103,0,0,14.0,0,77,critical
1519,0,20.95,45.5,2.069,85.74,8.005,1.0,100.42,3.367,62.99,55.87,0.137,0,0,13.0,0,78,critical
1520,0,22.92,58.9,2.054,84.66,8.09,0.987,100.11,3.384,61.4,55.12,0.155,1,0,12.0,0,79,critical
1521,0,13.81,55.2,2.032,82.18,7.996,1.002,98.63,3.297,62.1,55.65,0.164,1,0,11.0,0,80,critical
1522,0,14.46,52.6,2.063,81.76,7.96,1.012,100.7,3.317,61.44,53.78,0.164,1,0,10.0,0,81,critical
1523,0,14.0,52.8,1.932,83.06,8.036,1.005,101.71,3.323,62.61,55.24,0.124,0,0,9.0,0,82,critical
1524,0,14.45,49.2,2.145,80.84,7.959,1.006,99.9,3.39,61.64,55.44,0.143,0,0,8.0,0,83,critical
1525,0,16.39,53.4,1.935,83.01,8.113,1.006,101.3,3.361,63.46,54.75,0.139,0,0,7.0,0,84,critical
1526,0,18.24,56.2,2.004,84.31,7.937,0.994,99.65,3.325,63.18,54.52,0.154,1,0,6.0,0,85,critical
1527,0,17.48,62.4,2.067,116.38,7.993,1.007,101.27,3.311,61.59,55.51,0.12,0,0,5.0,0,86,critical
1528,0,19.59,53.8,2.013,84.55,8.029,1.007,98.14,3.319,61.61,55.42,0.126,0,0,4.0,0,87,critical
1529,0,18.59,45.2,2.127,83.84,7.997,0.988,101.6,3.297,62.09,56.16,0.109,0,0,3.0,0,88,critical
1530,0,12.84,45.0,2.4492772672509657,83.61805189700395,7.843326516145824,1.001,96.92564570294185,3.2059877024198906,66.18919005666879,56.95901415599023,0.20561715300142253,1,0,2.0,0,89,critical
1531,0,15.3,45.2,2.4393938942288043,86.44613118484315,7.776750446123146,0.998,97.54062487248137,3.215938516080821,65.08923350047628,57.00056677735568,0.1931232625853147,1,0,1.0,0,90,critical
1532,0,16.37,49.0,3.152,92.55,8.014,0.943,70.76,2.621,68.52,59.74,0.05,0,1,0.0,0,91,failure
1534,0,15.95,55.0,2.019,82.89,7.99,1.006,100.24,3.324,63.3,55.43,0.132,0,0,27.0,0,93,critical
1535,0,18.81,55.7,1.983,82.83,8.01,0.996,98.93,3.313,63.69,55.33,0.107,0,0,26.0,0,94,critical
1536,0,14.21,55.3,2.027,81.33,8.027,1.01,100.66,3.366,61.43,54.97,0.164,1,0,25.0,0,95,critical
1537,0,20.04,47.2,1.973,85.08,8.08,1.01,101.52,3.32,61.94,56.0,0.165,1,0,24.0,0,96,critical
1538,0,18.43,57.3,1.959,85.32,7.973,0.996,99.54,3.335,62.31,55.15,0.118,0,0,23.0,0,97,critical
1539,0,14.64,51.3,2.027,81.53,7.941,0.987,98.19,3.334,62.7,54.25,0.168,1,0,22.0,0,98,critical
1540,0,17.37,47.0,1.999,84.29,8.012,0.982,100.23,3.359,63.07,55.1,0.134,0,0,21.0,0,99,critical
1541,0,19.48,52.5,2.021,84.27,7.95,1.001,100.3,3.277,64.26,55.83,0.138,0,0,20.0,0,100,critical
1542,0,18.21,48.4,1.98,83.36,8.009,1.013,97.75,3.328,62.63,54.69,0.109,0,0,19.0,0,101,critical
1543,0,15.42,52.9,1.944,82.02,8.062,0.999,99.0,3.265,62.63,54.1,0.134,0,0,18.0,0,102,critical
1544,0,15.82,59.0,2.02,82.05,8.096,0.994,99.01,3.3,61.29,54.91,0.143,0,0,17.0,0,103,critical
1545,0,15.05,53.2,2.016,81.7,7.969,1.01,101.29,3.352,63.91,54.71,0.165,1,0,16.0,0,104,critical
1546,0,14.12,46.4,2.102,81.26,8.015,0.998,100.16,3.242,64.02,55.38,0.12,0,0,15.0,0,105,critical
1547,0,19.56,57.8,2.014,86.52,8.056,1.003,100.36,3.288,64.16,54.63,0.144,0,0,14.0,0,106,critical
1548,0,14.59,55.3,2.001,81.25,8.037,1.02,101.34,3.22,63.65,55.18,0.167,1,0,13.0,0,107,critical
1549,0,20.11,49.6,2.018,84.27,8.126,0.981,100.08,3.22,61.98,54.09,0.119,0,0,12.0,0,108,critical
1550,0,15.06,62.7,2.022,82.95,8.054,1.001,102.09,3.265,62.97,54.73,0.127,0,0,11.0,0,109,critical
1551,0,14.84,53.6,2.038,82.26,7.949,1.011,98.82,3.313,64.04,55.87,0.142,0,0,10.0,0,110,critical
1552,0,20.38,53.1,2.046,84.29,7.953,0.995,100.01,3.278,63.43,55.12,0.109,0,0,9.0,0,111,critical
1553,0,20.57,56.1,2.039,85.41,8.097,1.01,101.15,3.282,61.99,54.58,0.102,0,0,8.0,0,112,critical
1554,0,18.45,56.6,1.961,83.89,7.904,1.014,100.44,3.273,63.8,54.73,0.134,0,0,7.0,0,113,critical
1555,0,18.17,41.7,2.005,85.43,7.917,1.011,100.36,3.3,63.51,55.08,0.125,0,0,6.0,0,114,critical
1556,0,16.63,46.5,1.929,83.35,8.046,0.996,98.52,3.254,62.48,54.95,0.126,0,0,5.0,0,115,critical
1557,0,16.87,43.4,1.957,82.43,8.009,1.0,99.98,3.283,62.82,54.52,0.135,0,0,4.0,0,116,critical
1558,0,17.97,43.9,2.4375966752012843,85.8469261748838,7.894760129408217,1.005,98.87816771019779,3.1647332398112433,66.49523740100383,58.3196001887217,0.16749829321670828,0,0,3.0,0,117,critical
1559,0,19.33,47.1,2.8056679408116025,88.38256578653176,7.770998660862715,1.003,98.25500636449459,3.178808576035127,66.1364023997228,56.68822455889055,0.13444541210406422,0,0,2.0,0,118,critical
1560,0,17.49,40.7,2.499479211924474,85.29664247144487,7.862216277240558,1.003,97.71899959352014,3.176147906922768,67.04658863998904,56.87748599394836,0.22886328432056738,1,0,1.0,0,119,critical
1561,0,21.41,46.0,3.052,96.22,8.026,0.963,69.6,2.561,70.3,59.63,0.05,0,1,0.0,0,120,failure
1563,0,19.93,55.5,2.7360268708345465,86.53700139761034,7.945697441837388,1.012,96.17376530512907,3.0939347769782386,65.96157666598774,56.507240495783876,0.20105911484817485,1,0,3.0,0,122,critical
1564,0,16.45,53.5,2.3907641925711003,83.4956715488381,7.948840090628379,0.983,98.50530237751359,3.1928992332079367,65.8034981219827,57.553744104476536,0.18892562166148108,0,0,2.0,0,123,critical
1565,0,17.49,48.5,2.583714635949704,86.65723103538737,7.765599409911389,1.015,97.56418120613745,3.0711865339153164,65.19682385367908,55.60392080029428,0.17279780053446087,1,0,1.0,0,124,critical
1566,0,15.63,58.1,3.017,92.97,8.023,0.947,69.76,2.59,68.96,59.49,0.05,0,1,0.0,0,125,failure
1568,0,19.71,44.0,1.951,83.86,8.044,1.005,99.77,3.181,62.95,54.85,0.05,0,0,417.0,0,127,normal
1569,0,16.19,46.3,2.047,83.39,7.948,0.996,99.62,3.263,64.37,56.03,0.05,0,0,416.0,0,128,normal
1570,0,19.33,58.5,2.036,83.13,7.96,0.993,101.3,3.239,63.77,55.28,0.05,0,0,415.0,0,129,normal
1571,0,19.48,50.9,2.017,84.0,8.008,0.991,100.61,3.296,64.15,54.46,0.05,0,0,414.0,0,130,normal
1572,0,17.6,50.4,2.013,82.59,8.072,1.0,99.81,3.211,63.36,54.58,0.05,0,0,413.0,0,131,normal
1573,0,20.79,55.5,1.938,85.56,8.008,1.016,99.74,3.219,63.64,53.88,0.05,0,0,412.0,0,132,normal
1574,0,19.82,47.0,2.039,85.08,8.038,1.003,101.42,3.165,63.45,54.66,0.05,0,0,411.0,0,133,normal
1575,0,18.43,56.3,1.989,83.17,7.964,1.007,99.37,3.214,64.11,54.46,0.05,0,0,410.0,0,134,normal
1576,0,21.56,58.7,2.056,86.39,7.979,1.01,99.58,3.253,63.22,54.58,0.05,0,0,409.0,0,135,normal
1577,0,14.78,57.6,2.0,83.11,7.969,0.999,99.5,3.225,64.24,55.17,0.05,0,0,408.0,0,136,normal
1578,0,17.12,44.1,1.984,83.55,8.005,1.007,99.71,3.267,64.13,54.72,0.05,0,0,407.0,0,137,normal
1579,0,19.67,58.3,2.01,84.62,7.945,1.0,98.05,3.26,63.18,53.86,0.05,0,0,406.0,0,138,normal
1580,0,32.6,38.3,1.998,90.99,7.996,1.002,100.46,3.192,64.12,55.16,0.05,0,0,405.0,0,139,normal
1581,0,25.16,48.0,2.047,88.98,8.043,1.002,99.05,3.199,64.04,55.85,0.05,0,0,404.0,0,140,normal
1582,0,19.01,35.4,1.961,85.04,7.997,1.012,102.86,3.267,64.26,54.51,0.05,0,0,403.0,0,141,normal
1583,0,23.92,38.8,1.941,89.12,8.03,0.985,100.7,3.173,63.85,55.17,0.05,0,0,402.0,0,142,normal
1584,0,28.02,38.4,1.998,89.23,8.024,0.995,100.18,3.296,63.63,55.44,0.05,0,0,401.0,0,143,normal
1585,0,24.41,44.1,2.023,86.57,8.007,0.975,98.65,3.225,64.41,53.94,0.05,0,0,400.0,0,144,normal
1586,0,23.41,36.1,2.05,86.73,7.925,1.005,100.78,3.171,65.32,54.96,0.05,0,0,399.0,0,145,normal
1587,0,30.19,41.5,1.956,89.65,8.037,1.008,100.16,3.244,65.23,55.49,0.05,0,0,398.0,0,146,normal
1588,0,15.67,39.4,1.962,81.4,7.985,1.0,99.97,3.216,64.17,55.39,0.05,0,0,397.0,0,147,normal
1589,0,21.27,38.5,1.958,86.1,8.007,0.998,100.19,3.174,64.84,54.46,0.05,0,0,396.0,0,148,normal
1590,0,22.16,47.8,2.022,84.67,7.982,0.987,101.04,3.189,64.48,56.12,0.05,0,0,395.0,0,149,normal
1591,0,20.59,37.8,2.012,85.45,7.97,0.999,101.53,3.228,63.29,55.7,0.05,0,0,394.0,0,150,normal
1592,0,22.37,45.2,1.95,86.53,8.071,1.005,98.96,3.192,65.01,54.29,0.05,0,0,393.0,0,151,normal
1593,0,19.31,40.8,1.976,84.9,7.931,0.993,100.06,3.217,65.18,54.86,0.05,0,0,392.0,0,152,normal
1594,0,23.56,54.1,1.958,85.93,7.96,0.985,102.22,3.207,64.13,54.64,0.05,0,0,391.0,0,153,normal
1595,0,21.71,41.2,1.946,86.14,8.017,1.01,99.27,3.24,63.19,54.17,0.05,0,0,390.0,0,154,normal
1596,0,19.69,50.5,2.002,85.63,8.03,0.994,101.54,3.176,63.75,55.15,0.05,0,0,389.0,0,155,normal
1597,0,24.55,44.0,2.064,87.07,8.064,0.977,101.85,3.173,65.35,55.57,0.05,0,0,388.0,0,156,normal
1598,0,17.8,54.3,2.024,84.32,8.087,1.01,98.38,3.19,65.0,53.92,0.05,0,0,387.0,0,157,normal
1599,0,23.77,39.3,2.015,87.03,7.972,0.987,99.26,3.143,64.75,56.11,0.05,0,0,386.0,0,158,normal
1600,0,21.22,50.2,1.969,88.03,8.032,1.011,100.43,3.179,65.63,56.09,0.05,0,0,385.0,0,159,normal
1601,0,21.84,40.6,1.94,85.69,8.01,0.997,97.43,3.197,63.83,55.76,0.05,0,0,384.0,0,160,normal
1602,0,19.94,40.7,1.965,83.24,7.941,0.991,101.23,3.184,65.15,55.57,0.05,0,0,383.0,0,161,normal
1603,0,23.52,41.8,1.951,86.3,7.977,0.986,99.08,3.15,65.48,54.52,0.05,0,0,382.0,0,162,normal
1604,0,23.39,36.5,2.02,85.99,8.053,0.996,98.46,3.151,64.74,54.42,0.05,0,0,381.0,0,163,normal
1605,0,20.67,50.0,2.124,87.31,7.992,0.99,100.43,3.138,65.56,54.96,0.05,0,0,380.0,0,164,normal
1606,0,21.86,39.3,1.935,86.14,7.976,1.0,101.56,3.199,65.43,54.55,0.05,0,0,379.0,0,165,normal
1607,0,9.6,50.0,1.974,80.06,8.038,0.994,102.1,3.172,65.34,54.61,0.05,0,0,378.0,0,166,normal
1608,0,24.1,38.7,2.109,86.19,8.03,0.991,98.85,3.149,65.51,55.48,0.05,0,0,377.0,0,167,normal
1609,0,22.13,53.9,1.978,86.04,7.954,0.979,99.45,3.146,62.72,54.59,0.05,0,0,376.0,0,168,normal
1610,0,24.57,36.2,1.931,88.19,8.132,0.991,98.94,3.148,66.21,55.19,0.05,0,0,375.0,0,169,normal
1611,0,26.89,38.6,2.045,88.31,8.003,1.014,100.18,3.174,64.89,54.01,0.05,0,0,374.0,0,170,normal
1612,0,27.68,30.4,2.017,87.62,8.089,1.017,99.3,3.163,65.78,54.33,0.05,0,0,373.0,0,171,normal
1613,0,31.26,38.0,2.001,89.87,8.071,0.989,100.75,3.139,64.88,54.79,0.05,0,0,372.0,0,172,normal
1614,0,26.75,43.9,1.968,87.62,8.044,1.003,99.85,3.115,65.05,55.62,0.05,0,0,371.0,0,173,normal
1615,0,28.51,43.4,1.931,89.23,8.035,0.997,102.11,3.168,65.95,54.88,0.05,0,0,370.0,0,174,normal
1616,0,25.06,39.4,1.936,86.89,8.001,1.016,99.81,3.132,64.2,54.43,0.05,0,0,369.0,0,175,normal
1617,0,25.71,44.0,1.972,89.51,8.004,1.022,99.09,3.11,65.62,54.75,0.05,0,0,368.0,0,176,normal
1618,0,31.71,37.6,2.023,91.17,8.029,1.005,99.32,3.153,65.57,55.29,0.05,0,0,367.0,0,177,normal
1619,0,27.92,35.0,1.986,88.49,7.958,0.995,98.65,3.147,65.03,54.4,0.05,0,0,366.0,0,178,normal
1620,0,28.49,34.9,1.99,87.97,8.02,1.023,98.27,3.099,65.21,54.47,0.05,0,0,365.0,0,179,normal
1621,0,30.08,30.2,2.047,88.43,7.952,0.99,100.15,3.503,59.33,55.63,0.05,0,0,364.0,1,0,normal
1622,0,31.92,44.8,1.973,91.87,7.983,1.011,100.57,3.518,60.57,55.07,0.05,0,0,363.0,0,1,normal
1623,0,28.79,45.4,2.023,90.59,8.038,0.99,100.0,3.513,60.93,54.55,0.05,0,0,362.0,0,2,normal
1624,0,23.93,47.6,2.035,85.28,8.042,1.011,98.6,3.498,61.09,54.54,0.05,0,0,361.0,0,3,normal
1625,0,29.36,40.8,1.976,88.36,8.065,1.014,101.59,3.465,59.19,54.92,0.05,0,0,360.0,0,4,normal
1626,0,25.66,31.6,2.099,88.3,7.985,1.013,100.07,3.529,60.81,53.67,0.05,0,0,359.0,0,5,normal
1627,0,31.64,33.6,2.022,89.52,7.977,0.991,100.12,3.469,59.17,55.48,0.05,0,0,358.0,0,6,normal
1628,0,22.92,42.5,1.956,88.01,7.97,0.984,101.33,3.473,59.64,55.13,0.05,0,0,357.0,0,7,normal
1629,0,23.97,42.7,2.049,85.68,7.899,0.998,99.43,3.443,60.94,54.15,0.05,0,0,356.0,0,8,normal
1630,0,26.57,35.7,2.068,88.17,8.073,1.001,99.22,3.485,60.66,54.1,0.05,0,0,355.0,0,9,normal
1631,0,29.51,47.9,1.933,89.12,8.027,1.004,99.68,3.511,60.7,53.98,0.05,0,0,354.0,0,10,normal
1632,0,32.34,45.0,1.939,90.69,8.033,0.992,100.59,3.54,61.12,54.52,0.05,0,0,353.0,0,11,normal
1633,0,30.37,44.0,2.024,91.35,7.995,0.986,100.08,3.475,61.61,54.39,0.05,0,0,352.0,0,12,normal
1634,1,35.28,40.6,2.02,96.52,8.009,0.981,99.33,3.464,60.06,55.2,0.073,0,0,351.0,0,13,normal
1635,0,27.28,30.9,1.968,87.66,8.101,1.019,97.73,3.477,61.74,55.11,0.05,0,0,350.0,0,14,normal
1636,0,27.59,34.6,2.007,89.15,8.055,1.012,100.37,3.466,59.64,56.02,0.05,0,0,349.0,0,15,normal
1637,0,26.54,45.3,2.051,88.16,7.994,1.002,100.53,3.455,59.46,56.18,0.05,0,0,348.0,0,16,normal
1638,0,33.35,31.1,2.045,91.73,7.891,0.997,100.62,2.45,60.12,54.28,0.05,0,0,347.0,0,17,normal
